Input File: 0308-10.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 1.6 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00   4.759705e-05  -5.510286e-08   4.759708e-05  -6.633099e-02 
  2.000000e+00   3.800037e-05  -3.123417e-06   3.812852e-05  -4.698829e+00 
  4.000000e+00   1.278387e-05  -5.631085e-06   1.396913e-05  -2.377270e+01 
  6.000000e+00  -7.756519e-06  -8.144600e-07   7.799163e-06  -1.740057e+02 
  8.000000e+00  -8.609233e-06   6.783603e-07   8.635918e-06   1.754947e+02 
  1.000000e+01  -1.516020e-06  -2.120619e-06   2.606787e-06  -1.255608e+02 
  1.200000e+01   3.300774e-06   3.736857e-07   3.321859e-06   6.459043e+00 
  1.400000e+01   6.316131e-06   1.892731e-06   6.593629e-06   1.668170e+01 
  1.600000e+01   7.045613e-06  -1.652897e-06   7.236900e-06  -1.320280e+01 
  1.800000e+01   4.807324e-06  -1.287700e-06   4.976800e-06  -1.499534e+01 
  2.000000e+01   1.762566e-06   5.028557e-06   5.328511e-06   7.068385e+01 
  2.200000e+01   5.238859e-07   9.439114e-06   9.453642e-06   8.682325e+01 
  2.400000e+01   1.090734e-06   7.963147e-06   8.037500e-06   8.220057e+01 
  2.600000e+01   1.351714e-06   2.452023e-06   2.799919e-06   6.113360e+01 
  2.800000e+01  -2.078233e-08  -3.214403e-06   3.214470e-06  -9.037042e+01 
  3.000000e+01  -9.500767e-07  -4.508712e-06   4.607725e-06  -1.018993e+02 
  3.200000e+01   2.766930e-07  -2.025762e-06   2.044571e-06  -8.222226e+01 
  3.400000e+01   1.410302e-06  -7.084167e-07   1.578229e-06  -2.667109e+01 
  3.600000e+01   1.587994e-06  -3.377018e-07   1.623505e-06  -1.200563e+01 
  3.800000e+01   2.792882e-06   1.052095e-06   2.984475e-06   2.064168e+01 
  4.000000e+01   3.895702e-06   1.270806e-06   4.097736e-06   1.806670e+01 
  4.200000e+01   2.971515e-06  -2.260884e-07   2.980104e-06  -4.350979e+00 
  4.400000e+01   1.472756e-06  -8.552464e-07   1.703073e-06  -3.014422e+01 
  4.600000e+01   9.126051e-07  -8.131674e-07   1.222329e-06  -4.170231e+01 
  4.800000e+01   9.043736e-07  -1.864900e-06   2.072618e-06  -6.412917e+01 
  5.000000e+01   1.142813e-06  -2.772320e-06   2.998630e-06  -6.759744e+01 
  5.200000e+01   1.830873e-06  -2.014726e-06   2.722355e-06  -4.773715e+01 
  5.400000e+01   2.192912e-06  -1.434917e-06   2.620658e-06  -3.319846e+01 
  5.600000e+01   6.090329e-06  -4.970781e-06   7.861347e-06  -3.922050e+01 
  5.800000e+01   1.945810e-05  -1.383326e-05   2.387419e-05  -3.540999e+01 
  6.000000e+01   2.950687e-05  -1.878589e-05   3.497950e-05  -3.248334e+01 
  6.200000e+01   2.109998e-05  -1.234908e-05   2.444809e-05  -3.033895e+01 
  6.400000e+01   6.840618e-06  -3.910985e-06   7.879712e-06  -2.975789e+01 
  6.600000e+01   1.226037e-06  -1.118081e-06   1.659298e-06  -4.236315e+01 
  6.800000e+01   6.848065e-07  -7.699877e-07   1.030457e-06  -4.835096e+01 
  7.000000e+01   4.033837e-07   5.225941e-09   4.034175e-07   7.422402e-01 
  7.200000e+01   5.856547e-07   9.982271e-07   1.157346e-06   5.960006e+01 
  7.400000e+01   1.046534e-06   1.020418e-06   1.461673e-06   4.427610e+01 
  7.600000e+01   7.520514e-07   5.322797e-07   9.213593e-07   3.528973e+01 
  7.800000e+01   3.670286e-07   1.250056e-07   3.877323e-07   1.880823e+01 
  8.000000e+01   6.999021e-07  -1.178172e-06   1.370384e-06  -5.928725e+01 
  8.200000e+01   1.285621e-06  -2.641219e-06   2.937492e-06  -6.404536e+01 
  8.400000e+01   1.363580e-06  -2.478987e-06   2.829263e-06  -6.118678e+01 
  8.600000e+01   7.456705e-07  -1.229571e-06   1.438009e-06  -5.876538e+01 
  8.800000e+01   1.500829e-07   9.059785e-08   1.753078e-07   3.111737e+01 
  9.000000e+01   4.069229e-07   1.194663e-06   1.262064e-06   7.119026e+01 
  9.200000e+01   1.173806e-06   1.286731e-06   1.741693e-06   4.762772e+01 
  9.400000e+01   1.054771e-06   6.126481e-07   1.219787e-06   3.014952e+01 
  9.600000e+01  -1.029886e-08   2.440456e-07   2.442628e-07   9.241648e+01 
