Input File: 0308-05.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 1.6 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00  -2.052623e-05   2.376310e-08   2.052624e-05   1.799337e+02 
  2.000000e+00  -1.495903e-05   7.709672e-07   1.497888e-05   1.770497e+02 
  4.000000e+00  -8.785244e-06  -4.693965e-07   8.797775e-06  -1.769416e+02 
  6.000000e+00  -7.674401e-06   2.011390e-07   7.677036e-06   1.784987e+02 
  8.000000e+00  -6.118199e-06  -2.900337e-07   6.125070e-06  -1.772859e+02 
  1.000000e+01  -5.793658e-06  -1.901676e-06   6.097774e-06  -1.618284e+02 
  1.200000e+01  -7.488537e-06  -1.723283e-07   7.490519e-06  -1.786817e+02 
  1.400000e+01  -8.908652e-06   7.621472e-07   8.941194e-06   1.751102e+02 
  1.600000e+01  -8.915155e-06  -1.430548e-06   9.029201e-06  -1.708839e+02 
  1.800000e+01  -5.367472e-06  -1.217416e-06   5.503804e-06  -1.672207e+02 
  2.000000e+01   2.459034e-06   2.549081e-06   3.541845e-06   4.603007e+01 
  2.200000e+01   7.015757e-06   7.551290e-06   1.030742e-05   4.710543e+01 
  2.400000e+01   1.952961e-06   1.163908e-05   1.180179e-05   8.047488e+01 
  2.600000e+01  -5.572833e-06   1.162726e-05   1.289378e-05   1.156080e+02 
  2.800000e+01  -7.613493e-06   7.994074e-06   1.103950e-05   1.336031e+02 
  3.000000e+01  -5.260337e-06   4.645409e-06   7.017903e-06   1.385522e+02 
  3.200000e+01  -1.213765e-06   3.776172e-06   3.966446e-06   1.078188e+02 
  3.400000e+01   1.998460e-06   4.098100e-06   4.559415e-06   6.400358e+01 
  3.600000e+01   2.833892e-06   3.170822e-06   4.252653e-06   4.821154e+01 
  3.800000e+01   2.415705e-06   6.908053e-07   2.512538e-06   1.595863e+01 
  4.000000e+01   1.087284e-06  -1.040099e-06   1.504657e-06  -4.372939e+01 
  4.200000e+01  -1.131521e-06  -5.755244e-07   1.269476e-06  -1.530408e+02 
  4.400000e+01  -2.445284e-06   1.806233e-07   2.451946e-06   1.757755e+02 
  4.600000e+01  -2.068986e-06  -1.590386e-07   2.075090e-06  -1.756044e+02 
  4.800000e+01  -1.702847e-06  -5.173163e-07   1.779692e-06  -1.631015e+02 
  5.000000e+01  -2.267371e-06  -5.307404e-07   2.328660e-06  -1.668255e+02 
  5.200000e+01  -2.741380e-06  -1.230703e-06   3.004962e-06  -1.558230e+02 
  5.400000e+01  -3.244368e-06  -2.184492e-06   3.911256e-06  -1.460469e+02 
  5.600000e+01  -9.259866e-06  -1.069819e-06   9.321460e-06  -1.734097e+02 
  5.800000e+01  -2.507864e-05   2.641872e-06   2.521741e-05   1.739864e+02 
  6.000000e+01  -3.484735e-05   5.560843e-06   3.528826e-05   1.709333e+02 
  6.200000e+01  -2.379870e-05   4.627747e-06   2.424447e-05   1.689959e+02 
  6.400000e+01  -7.889883e-06   1.172825e-06   7.976577e-06   1.715449e+02 
  6.600000e+01  -1.213061e-06  -2.074050e-06   2.402748e-06  -1.203223e+02 
  6.800000e+01   8.067429e-07  -2.774047e-06   2.888974e-06  -7.378461e+01 
  7.000000e+01   1.535441e-06  -1.235188e-06   1.970601e-06  -3.881499e+01 
  7.200000e+01   1.045888e-06  -6.511477e-07   1.232021e-06  -3.190551e+01 
