Input File: 0308-06.78d
Measure Group: FFT
Measurement: FFT 2
Num of extracted Points: 801
Start Freq: -0 Hz
Span: 1.6 kHz
FFT Lines:  800 
Window: BMH
Averaging Mode: None

    X[Hz]          R[Vpk]         I[Vpk]        Mag[Vpk]        P[deg]     
  0.000000e+00  -1.310376e-05   1.517016e-08   1.310377e-05   1.799337e+02 
  2.000000e+00  -5.878992e-06   2.625580e-06   6.438650e-06   1.559343e+02 
  4.000000e+00   2.244336e-06   4.382623e-08   2.244764e-06   1.118700e+00 
  6.000000e+00   3.374151e-06   1.744533e-06   3.798459e-06   2.734026e+01 
  8.000000e+00   3.155964e-06   5.249993e-06   6.125564e-06   5.898837e+01 
  1.000000e+01  -7.115431e-07   4.369310e-06   4.426869e-06   9.924944e+01 
  1.200000e+01  -5.215633e-06   3.578233e-06   6.325075e-06   1.455476e+02 
  1.400000e+01  -3.672321e-06   5.281062e-06   6.432384e-06   1.248138e+02 
  1.600000e+01   5.058961e-07   6.496918e-06   6.516584e-06   8.554752e+01 
  1.800000e+01   1.903300e-06   7.805697e-06   8.034393e-06   7.629670e+01 
  2.000000e+01   1.772201e-06   9.559380e-06   9.722265e-06   7.949725e+01 
  2.200000e+01   1.457960e-06   7.404651e-06   7.546821e-06   7.886107e+01 
  2.400000e+01   1.051784e-06   2.022912e-06   2.280005e-06   6.252846e+01 
  2.600000e+01   1.885950e-06  -1.146597e-06   2.207146e-06  -3.129826e+01 
  2.800000e+01   4.269683e-06  -1.703723e-06   4.597050e-06  -2.175337e+01 
  3.000000e+01   6.316800e-06  -7.610973e-07   6.362486e-06  -6.870323e+00 
  3.200000e+01   6.656314e-06   1.843976e-06   6.907008e-06   1.548414e+01 
  3.400000e+01   5.979279e-06   2.462505e-06   6.466506e-06   2.238382e+01 
  3.600000e+01   4.082787e-06  -6.624938e-07   4.136188e-06  -9.216772e+00 
  3.800000e+01   1.287018e-06  -2.797401e-06   3.079264e-06  -6.529395e+01 
  4.000000e+01  -8.785265e-08  -2.124783e-06   2.126599e-06  -9.236764e+01 
  4.200000e+01   2.155148e-07  -1.439148e-06   1.455196e-06  -8.148315e+01 
  4.400000e+01   1.727938e-07  -8.603382e-07   8.775189e-07  -7.864357e+01 
  4.600000e+01  -1.004041e-06   3.710982e-07   1.070426e-06   1.597154e+02 
